elapsed,success,bytes,URL
739,true,26241,http://ec2.insiderpages.com/
261,true,93482,http://ec2.insiderpages.com/store_finder
1355,true,27093,http://ec2.insiderpages.com/store_finder/find/brooks_pharmacy
660,true,19914,http://ec2.insiderpages.com/store_finder/results/brooks_pharmacy/Boston/MA
922,true,25280,http://ec2.insiderpages.com/b/7128545094/brooks-pharmacy-lynn
335,true,26241,http://ec2.insiderpages.com/
483,true,93483,http://ec2.insiderpages.com/store_finder
116,true,29727,http://ec2.insiderpages.com/store_finder/find/bi_lo
981,true,15109,http://ec2.insiderpages.com/store_finder/results/bi_lo/Philadelphia/PA
1038,true,23315,http://ec2.insiderpages.com/b/15246113269/bowe-william-l-haddonfield
337,true,26241,http://ec2.insiderpages.com/
458,true,93483,http://ec2.insiderpages.com/store_finder
110,true,27796,http://ec2.insiderpages.com/store_finder/find/saab
157,true,16698,http://ec2.insiderpages.com/store_finder/results/saab/Boston/MA
690,true,22897,http://ec2.insiderpages.com/b/15251378715/sb-wood-franklin
341,true,26241,http://ec2.insiderpages.com/
494,true,26241,http://ec2.insiderpages.com/
273,true,93482,http://ec2.insiderpages.com/store_finder
200,true,93482,http://ec2.insiderpages.com/store_finder
372,true,26743,http://ec2.insiderpages.com/store_finder/find/shurgard_storage_centers
188,true,33374,http://ec2.insiderpages.com/store_finder/find/liberty_tax_service
362,true,15591,http://ec2.insiderpages.com/store_finder/results/shurgard_storage_centers/NewYork/NY
746,true,24356,http://ec2.insiderpages.com/store_finder/results/liberty_tax_service/LosAngeles/CA
254,true,26429,http://ec2.insiderpages.com/b/3718132586/shurgard-storage-centers-englishtown
871,true,23509,http://ec2.insiderpages.com/b/15257916830/liberty-tax-service-los-angeles-4
310,true,26241,http://ec2.insiderpages.com/
310,true,26241,http://ec2.insiderpages.com/
268,true,93482,http://ec2.insiderpages.com/store_finder
539,true,93483,http://ec2.insiderpages.com/store_finder
223,true,43575,http://ec2.insiderpages.com/store_finder/find/old_navy
460,true,47531,http://ec2.insiderpages.com/store_finder/find/aamco_transmissions
655,true,23951,http://ec2.insiderpages.com/store_finder/results/old_navy/Atlanta/GA
523,true,24785,http://ec2.insiderpages.com/store_finder/results/aamco_transmissions/SanFrancisco/CA
745,true,25831,http://ec2.insiderpages.com/b/3713416456/old-navy-atlanta-2
833,true,26302,http://ec2.insiderpages.com/b/3710239823/aamco-transmissions-san-mateo
314,true,26241,http://ec2.insiderpages.com/
571,true,26241,http://ec2.insiderpages.com/
256,true,93482,http://ec2.insiderpages.com/store_finder
313,true,93482,http://ec2.insiderpages.com/store_finder
133,true,29272,http://ec2.insiderpages.com/store_finder/find/ntb
317,true,31990,http://ec2.insiderpages.com/store_finder/find/hollister
