elapsed,success,bytes,URL
636,true,26268,http://ec2.insiderpages.com/
217,true,93482,http://ec2.insiderpages.com/store_finder
176,true,32831,http://ec2.insiderpages.com/store_finder/find/precision_tune
429,true,15163,http://ec2.insiderpages.com/store_finder/results/precision_tune/Houston/TX
69,true,23261,http://ec2.insiderpages.com/b/10821815094/precision-hair-by-toni-spring
309,true,26268,http://ec2.insiderpages.com/
444,true,93482,http://ec2.insiderpages.com/store_finder
76,true,24296,http://ec2.insiderpages.com/store_finder/find/big_5_sporting_goods
354,true,26268,http://ec2.insiderpages.com/
192,true,93482,http://ec2.insiderpages.com/store_finder
532,true,47515,http://ec2.insiderpages.com/store_finder/find/aamco_transmissions
560,true,24785,http://ec2.insiderpages.com/store_finder/results/aamco_transmissions/SanFrancisco/CA
723,true,24196,http://ec2.insiderpages.com/b/3710690993/aamco-transmissions-richmond-5
557,true,26268,http://ec2.insiderpages.com/
179,true,93482,http://ec2.insiderpages.com/store_finder
197,true,33657,http://ec2.insiderpages.com/store_finder/find/el_pollo_loco
414,true,15186,http://ec2.insiderpages.com/store_finder/results/el_pollo_loco/NewYork/NY
320,true,26268,http://ec2.insiderpages.com/
70,true,23736,http://ec2.insiderpages.com/b/15254439000/el-pollo-loco-north-bergen
449,true,93483,http://ec2.insiderpages.com/store_finder
336,true,26268,http://ec2.insiderpages.com/
85,true,24644,http://ec2.insiderpages.com/store_finder/find/quality_hotel
421,true,93483,http://ec2.insiderpages.com/store_finder
158,true,15149,http://ec2.insiderpages.com/store_finder/results/quality_hotel/Dallas/TX
76,true,24161,http://ec2.insiderpages.com/store_finder/find/fazolis
84,true,24001,http://ec2.insiderpages.com/b/15250049710/quality-suites-dallas
545,true,26268,http://ec2.insiderpages.com/
323,true,26268,http://ec2.insiderpages.com/
366,true,93482,http://ec2.insiderpages.com/store_finder
450,true,93482,http://ec2.insiderpages.com/store_finder
265,true,41776,http://ec2.insiderpages.com/store_finder/find/rei
109,true,29010,http://ec2.insiderpages.com/store_finder/find/port_of_subs
717,true,22010,http://ec2.insiderpages.com/store_finder/results/rei/LosAngeles/CA
331,true,15156,http://ec2.insiderpages.com/store_finder/results/port_of_subs/LosAngeles/CA
893,true,38479,http://ec2.insiderpages.com/b/3710340437/rei-manhattan-beach
725,true,23107,http://ec2.insiderpages.com/b/15243517496/port-of-subs-lakewood
528,true,26268,http://ec2.insiderpages.com/
341,true,26268,http://ec2.insiderpages.com/
268,true,93482,http://ec2.insiderpages.com/store_finder
457,true,93483,http://ec2.insiderpages.com/store_finder
175,true,28842,http://ec2.insiderpages.com/store_finder/find/commerce_bank
97,true,26801,http://ec2.insiderpages.com/store_finder/find/price_chopper
356,true,15070,http://ec2.insiderpages.com/store_finder/results/commerce_bank/Atlanta/GA
164,true,15144,http://ec2.insiderpages.com/store_finder/results/price_chopper/NewYork/NY
68,true,22947,http://ec2.insiderpages.com/b/15251183351/commerce-bank-stockbridge
71,true,23137,http://ec2.insiderpages.com/b/15251707150/price-chopper-warwick
554,true,26268,http://ec2.insiderpages.com/
345,true,26268,http://ec2.insiderpages.com/
291,true,93482,http://ec2.insiderpages.com/store_finder
468,true,93483,http://ec2.insiderpages.com/store_finder
266,true,39489,http://ec2.insiderpages.com/store_finder/find/champs_sports
88,true,25368,http://ec2.insiderpages.com/store_finder/find/valero
529,true,26268,http://ec2.insiderpages.com/
327,true,23239,http://ec2.insiderpages.com/store_finder/results/champs_sports/Philadelphia/PA
231,true,15134,http://ec2.insiderpages.com/store_finder/results/valero/NewYork/NY
521,true,93483,http://ec2.insiderpages.com/store_finder
90,true,22848,http://ec2.insiderpages.com/b/15241015871/flower-guys-new-york
713,true,23595,http://ec2.insiderpages.com/b/15244299146/champs-sports-willow-grove
88,true,24934,http://ec2.insiderpages.com/store_finder/find/veterans_administration
521,true,26268,http://ec2.insiderpages.com/
356,true,26268,http://ec2.insiderpages.com/
320,true,15291,http://ec2.insiderpages.com/store_finder/results/veterans_administration/Boston/MA
263,true,93482,http://ec2.insiderpages.com/store_finder
466,true,93483,http://ec2.insiderpages.com/store_finder
66,true,23510,http://ec2.insiderpages.com/b/15245483876/veterans-administration-boston
142,true,33381,http://ec2.insiderpages.com/store_finder/find/quality_inn
98,true,27288,http://ec2.insiderpages.com/store_finder/find/fred_meyer
548,true,26268,http://ec2.insiderpages.com/
1079,true,28882,http://ec2.insiderpages.com/store_finder/results/quality_inn/SanDiego/CA
1018,true,15200,http://ec2.insiderpages.com/store_finder/results/fred_meyer/NewYork/NY
252,true,93482,http://ec2.insiderpages.com/store_finder
748,true,22974,http://ec2.insiderpages.com/b/3711365041/gold-n-gifts-coronado
110,true,24058,http://ec2.insiderpages.com/store_finder/find/beacon
890,true,23577,http://ec2.insiderpages.com/b/15254507449/freda-maria-springfield-gardens
430,true,26268,http://ec2.insiderpages.com/
577,true,26268,http://ec2.insiderpages.com/
361,true,26268,http://ec2.insiderpages.com/
337,true,93482,http://ec2.insiderpages.com/store_finder
333,true,93482,http://ec2.insiderpages.com/store_finder
553,true,93483,http://ec2.insiderpages.com/store_finder
202,true,42094,http://ec2.insiderpages.com/store_finder/find/guitar_center
474,true,43709,http://ec2.insiderpages.com/store_finder/find/macys
204,true,39065,http://ec2.insiderpages.com/store_finder/find/sbarro
354,true,16938,http://ec2.insiderpages.com/store_finder/results/guitar_center/Denver/CO
252,true,23820,http://ec2.insiderpages.com/store_finder/results/macys/SanDiego/CA
367,true,18469,http://ec2.insiderpages.com/store_finder/results/sbarro/SanDiego/CA
911,true,40431,http://ec2.insiderpages.com/b/3711939632/guitar-center-denver
77,true,34881,http://ec2.insiderpages.com/b/3711590228/macys-san-diego-2
538,true,27012,http://ec2.insiderpages.com/b/3711679916/sbarro-san-diego-2
627,true,26268,http://ec2.insiderpages.com/
546,true,26268,http://ec2.insiderpages.com/
